Customer_ID,Name,City,Age,Gender,Income,Purchase_Amount,Product_Category,Payment_Method,Transaction_Date
CUST1087,Andi,BSD,20.0,Female,23060188.0,9690446.0,Fashion,Credit Card,2024-03-28
CUST1088,Dewi,Surabaya,40.0,Male,39266225.0,19041779.0,Groceries,E-Wallet,2024-03-29
CUST1089,Budi,BSD,29.0,Female,33822201.0,5381091.0,Electronics,Bank Transfer,2024-03-30
CUST1090,Hani,Surabaya,37.0,Female,16135871.0,4508285.0,Sports,Credit Card,2024-03-31
CUST1091,Dewi,Surabaya,22.0,Female,38873556.0,15045952.0,Electronics,Credit Card,2024-04-01
CUST1092,Budi,Bandung,54.0,Female,16331233.0,13463838.0,Sports,E-Wallet,2024-04-02
CUST1093,Fajar,Medan,55.0,Male,22296186.0,8112369.0,Furniture,Bank Transfer,2024-04-03
CUST1094,Fajar,Jakarta,47.0,Female,38281840.0,16581938.0,Furniture,Credit Card,2024-04-04
CUST1095,Fajar,Bandung,26.0,Female,22578958.0,11144590.0,Sports,Credit Card,2024-04-05
CUST1096,Budi,Bandung,51.0,Female,20832891.0,11733575.0,Groceries,Bank Transfer,2024-04-06
CUST1097,Dewi,Medan,,Male,,,Electronics,,2024-04-07
CUST1098,Fajar,Jakarta,52.0,Male,35038060.0,8190736.0,Electronics,Bank Transfer,2024-04-08
CUST1099,Eka,BSD,39.0,Male,43991186.0,3085696.0,Furniture,Bank Transfer,2024-04-09
CUST1100,Gilang,Yogyakarta,61.0,Female,16137311.0,8926233.0,Sports,E-Wallet,2024-04-10
CUST1101,Budi,Yogyakarta,,Female,,,Electronics,,2024-04-11
CUST1102,Budi,BSD,34.0,Male,27795222.0,13881646.0,Electronics,Bank Transfer,2024-04-12
CUST1103,Dewi,Bandung,27.0,Female,38874916.0,18249286.0,Groceries,E-Wallet,2024-04-13
CUST1104,Budi,Jakarta,47.0,Male,7105223.0,19470942.0,Fashion,Cash,2024-04-14
CUST1105,Budi,Bandung,63.0,Male,47766028.0,11030625.0,Furniture,Credit Card,2024-04-15
CUST1106,Fajar,Surabaya,40.0,Female,32084871.0,10058665.0,Furniture,Cash,2024-04-16
CUST1107,Dewi,Bandung,49.0,Female,31634616.0,9349677.0,Fashion,ewallet,2024-04-17
CUST1108,Fajar,Bandung,34.0,Female,14963776.0,14202737.0,Electronics,Bank Transfer,2024-04-18
CUST1109,Gilang,BSD,,Female,,,Groceries,,2024-04-19
CUST1110,Hani,BSD,31.0,Male,25572466.0,14577978.0,Groceries,Bank Transfer,2024-04-20
CUST1111,Gilang,BSD,26.0,Male,40609879.0,17347745.0,Furniture,Bank Transfer,2024-04-21
CUST1112,Hani,Yogyakarta,57.0,Male,21557968.0,17038661.0,Groceries,E-Wallet,2024-04-22
CUST1113,Fajar,Surabaya,19.0,Male,17501508.0,3934242.0,Fashion,Bank Transfer,2024-04-23
CUST1114,Gilang,BSD,62.0,Male,39847763.0,11771439.0,Electronics,E-Wallet,2024-04-24
CUST1115,Dewi,Jakarta,42.0,Female,16457684.0,6594503.0,Fashion,Credit Card,2024-04-25
CUST1116,Andi,Yogyakarta,56.0,Male,43808249.0,16825072.0,Sports,Bank Transfer,2024-04-26
CUST1117,Fajar,Medan,26.0,Male,40889950.0,784029.0,Furniture,Bank Transfer,2024-04-27
CUST1118,Hani,Jakarta,39.0,Male,33981347.0,5437355.0,Groceries,Cash,2024-04-28
CUST1119,Eka,Jakarta,60.0,Female,28568906.0,15306634.0,Sports,Credit Card,2024-04-29
CUST1120,Hani,BSD,63.0,Female,11589747.0,7081440.0,Groceries,Bank Transfer,2024-04-30
CUST1121,Eka,Medan,21.0,Female,41777230.0,4099694.0,Electronics,Bank Transfer,2024-05-01
CUST1122,Budi,Medan,43.0,Female,23681938.0,16784388.0,Electronics,Credit Card,2024-05-02
CUST1123,Gilang,Yogyakarta,46.0,Male,24992838.0,14424285.0,Electronics,E-Wallet,2024-05-03
CUST1124,Eka,jakarta,62.0,Male,14135474.0,17086160.0,Groceries,Bank Transfer,2024-05-04
CUST1125,Hani,Surabaya,51.0,Female,12596394.0,11314102.0,Sports,Cash,2024-05-05
CUST1126,Budi,BSD,40.0,Female,28258425.0,18238519.0,Electronics,Bank Transfer,2024-05-06
CUST1127,Andi,Medan,54.0,Male,22952900.0,16653464.0,Sports,Cash,2024-05-07
CUST1128,Dewi,Yogyakarta,28.0,Male,14772676.0,8064443.0,Groceries,Cash,2024-05-08
CUST1129,Dewi,Surabaya,23.0,Female,20406301.0,19771316.0,Sports,Bank Transfer,2024-05-09
CUST1130,Dewi,Bandung,35.0,Female,13348533.0,1297162.0,Groceries,Bank Transfer,2024-05-10
CUST1131,Eka,Bandung,38.0,Female,29683911.0,1146161.0,Groceries,Cash,2024-05-11
CUST1132,Andi,Surabaya,59.0,Female,13401929.0,4788482.0,Furniture,Credit Card,2024-05-12
CUST1133,Eka,Yogyakarta,53.0,Male,25849061.0,8448022.0,Groceries,Credit Card,2024-05-13
CUST1134,Gilang,Surabaya,58.0,Male,22295854.0,15011560.0,Groceries,Bank Transfer,2024-05-14
CUST1135,Eka,BSD,55.0,Male,20380319.0,7083604.0,Fashion,E-Wallet,2024-05-15
CUST1136,Andi,BSD,51.0,Female,38544400.0,10268293.0,Electronics,Credit Card,2024-05-16
CUST1137,Andi,Bandun,120.0,Female,8303943.0,18774717.0,Furniture,Bank Transfer,2024-05-17
CUST1138,Gilang,Medan,54.0,Male,18453951.0,4854619.0,Furniture,Credit Card,2024-05-18
CUST1139,Andi,Yogyakarta,42.0,Male,42051623.0,6565377.0,Furniture,E-Wallet,2024-05-19
CUST1140,Hani,Bandung,55.0,Male,34099208.0,6229439.0,Fashion,Bank Transfer,2024-05-20
CUST1141,Andi,Medan,29.0,Male,32805505.0,9161826.0,Groceries,E-Wallet,2024-05-21
CUST1142,Dewi,Medan,40.0,Female,14004849.0,5002059.0,Electronics,Bank Transfer,2024-05-22
CUST1143,Hani,BSD,59.0,Male,47786626.0,11149806.0,Sports,E-Wallet,2024-05-23
CUST1144,Hani,Jakarta,39.0,Male,26250723.0,6707912.0,Groceries,Credit Card,2024-05-24
CUST1145,Gilang,Jakarta,38.0,Male,27214909.0,5673694.0,Fashion,Credit Card,2024-05-25
CUST1146,Citra,Surabaya,44.0,Male,49013251.0,17596623.0,Groceries,E-Wallet,2024-05-26
CUST1147,Citra,BSD,48.0,Male,41692429.0,19415359.0,Groceries,E-Wallet,2024-05-27
CUST1148,Andi,Medan,,Male,,,Fashion,,2024-05-28
CUST1149,Hani,Yogyakarta,44.0,Male,17084264.0,12404378.0,Furniture,Bank Transfer,2024-05-29
CUST1150,Citra,Jakarta,57.0,Female,31782808.0,17206037.0,Furniture,Credit Card,2024-05-30
CUST1151,Citra,Medan,51.0,Female,43824950.0,10669315.0,Electronics,Bank Transfer,2024-05-31
CUST1152,Andi,Jakarta,29.0,Female,48961405.0,10189851.0,Electronics,Credit Card,2024-06-01
CUST1153,Citra,Jakarta,62.0,Female,25289150.0,3987008.0,Furniture,Cash,2024-06-02
CUST1154,Eka,Jakarta,24.0,Male,44727753.0,10300983.0,Sports,Bank Transfer,2024-06-03
CUST1155,Budi,Yogyakarta,,Female,,,Groceries,,2024-06-04
CUST1156,Gilang,BSD,62.0,Female,4003171.0,12116055.0,Sports,Credit Card,2024-06-05
CUST1157,Budi,Yogyakarta,34.0,Male,26992154.0,6825275.0,Groceries,Bank Transfer,2024-06-06
CUST1158,Andi,Bandung,,Male,,,Furniture,,2024-06-07
CUST1159,Dewi,Medan,38.0,Female,37924917.0,8557411.0,Electronics,Credit Card,2024-06-08
CUST1160,Gilang,BSD,45.0,Female,10045900.0,17684960.0,Electronics,Bank Transfer,2024-06-09
CUST1161,Andi,BSD,63.0,Male,21458292.0,9237344.0,Sports,E-Wallet,2024-06-10
CUST1162,Hani,BSD,19.0,Female,25089615.0,5820622.0,Electronics,Bank Transfer,2024-06-11
CUST1163,Dewi,BSD,60.0,Male,33600479.0,16555442.0,Furniture,Bank Transfer,2024-06-12
CUST1164,Budi,Yogyakarta,18.0,Male,3981883.0,8734012.0,Sports,Bank Transfer,2024-06-13
CUST1165,Andi,BSD,53.0,Male,4668321.0,7033705.0,Groceries,Credit Card,2024-06-14
CUST1166,Hani,Surabaya,43.0,Male,16296138.0,16894513.0,Electronics,E-Wallet,2024-06-15
CUST1167,Gilang,Medan,46.0,Female,46561742.0,17665659.0,Fashion,Cash,2024-06-16
CUST1168,Gilang,BSD,38.0,Male,9154512.0,13251214.0,Electronics,Cash,2024-06-17
CUST1169,Fajar,Medan,28.0,Male,29665895.0,6110334.0,Groceries,E-Wallet,2024-06-18
CUST1170,Hani,Surabaya,57.0,Female,23536721.0,11515002.0,Sports,E-Wallet,2024-06-19
CUST1171,Eka,Surabaya,28.0,Male,28192630.0,14612253.0,Groceries,E-Wallet,2024-06-20
CUST1172,Citra,Medan,53.0,Female,8418952.0,9715754.0,Fashion,Credit Card,2024-06-21
CUST1173,Dewi,Jakarta,56.0,Female,7264423.0,14657759.0,Furniture,Cash,2024-06-22
CUST1174,Hani,Bandung,57.0,Female,46816762.0,18210788.0,Electronics,E-Wallet,2024-06-23
CUST1175,Fajar,Jakarta,52.0,Male,16816653.0,9104471.0,Sports,Credit Card,2024-06-24
CUST1176,Citra,Jakarta,51.0,Female,11181883.0,15823723.0,Furniture,Cash,2024-06-25
CUST1177,Citra,Yogyakarta,64.0,Female,18309784.0,3865056.0,Groceries,Bank Transfer,2024-06-26
CUST1178,Andi,Jakarta,41.0,Male,34927921.0,15977150.0,Sports,Credit Card,2024-06-27
CUST1179,Citra,BSD,39.0,Female,26948053.0,3425315.0,Furniture,Cash,2024-06-28
CUST1180,Eka,Yogyakarta,22.0,Female,38074035.0,14261520.0,Sports,Credit Card,2024-06-29
CUST1181,Gilang,Yogyakarta,50.0,Female,30134365.0,14167121.0,Fashion,Cash,2024-06-30
CUST1182,Fajar,Surabaya,53.0,Female,30670483.0,5317092.0,Fashion,Cash,2024-07-01
CUST1183,Citra,Jakarta,64.0,Female,20640619.0,8364605.0,Electronics,Bank Transfer,2024-07-02
CUST1184,Andi,Surabaya,37.0,Male,45822943.0,17706007.0,Electronics,Credit Card,2024-07-03
CUST1185,Eka,Medan,36.0,Female,25272887.0,3920887.0,Fashion,E-Wallet,2024-07-04
CUST1186,Budi,Bandung,52.0,Female,37533268.0,2946274.0,Sports,Bank Transfer,2024-07-05
CUST1187,Gilang,Yogyakarta,60.0,Male,23000738.0,13328106.0,Fashion,Bank Transfer,2024-07-06
CUST1188,Gilang,Medan,34.0,Male,17804511.0,12884172.0,Electronics,Cash,2024-07-07
CUST1189,Fajar,Medan,62.0,Male,21994397.0,6088099.0,Fashion,E-Wallet,2024-07-08
CUST1190,Gilang,BSD,60.0,Female,11568438.0,16259082.0,Fashion,Credit Card,2024-07-09
CUST1191,Citra,Bandung,51.0,Male,21333734.0,476794.0,Sports,E-Wallet,2024-07-10
CUST1192,Andi,Medan,,Female,,,Furniture,,2024-07-11
CUST1193,Gilang,Medan,43.0,Female,39213515.0,3133349.0,Electronics,E-Wallet,2024-07-12
CUST1194,Gilang,Bandung,19.0,Male,12625105.0,15030164.0,Sports,E-Wallet,2024-07-13
CUST1195,Budi,Bandung,26.0,Male,24654924.0,882877.0,Fashion,E-Wallet,2024-07-14
CUST1196,Budi,Medan,26.0,Female,12935869.0,7168132.0,Fashion,Cash,2024-07-15
CUST1197,Dewi,Bandung,57.0,Male,34845012.0,13884612.0,Furniture,Cash,2024-07-16
CUST1198,Eka,Medan,34.0,Female,44434749.0,12099401.0,Electronics,Bank Transfer,2024-07-17
CUST1199,Citra,Medan,18.0,Male,44835879.0,6399492.0,Electronics,Cash,2024-07-18
CUST1200,Gilang,BSD,42.0,Male,49979309.0,6028643.0,Groceries,Bank Transfer,2024-07-19
CUST1201,Hani,Jakarta,60.0,Male,49482054.0,11569585.0,Electronics,Bank Transfer,2024-07-20
CUST1202,Gilang,Medan,57.0,Female,40450390.0,9824700.0,Furniture,Credit Card,2024-07-21
CUST1203,Andi,Surabaya,59.0,Male,32992671.0,950350.0,Groceries,E-Wallet,2024-07-22
CUST1204,Dewi,Yogyakarta,42.0,Female,26853258.0,13615389.0,Groceries,Cash,2024-07-23
CUST1205,Eka,Jakarta,56.0,Female,35469247.0,11693836.0,Fashion,Credit Card,2024-07-24
CUST1206,Hani,Jakarta,52.0,Female,16689493.0,8656255.0,Fashion,Cash,2024-07-25
CUST1207,Dewi,Jakarta,20.0,Female,4265898.0,19210895.0,Electronics,Bank Transfer,2024-07-26
CUST1208,Fajar,BSD,54.0,Male,18918424.0,535477.0,Groceries,Cash,2024-07-27
CUST1209,Eka,Medan,61.0,Female,38674971.0,10172131.0,Fashion,E-Wallet,2024-07-28
CUST1210,Gilang,BSD,,Female,,,Furniture,,2024-07-29
CUST1211,Gilang,Medan,,Male,,,Fashion,,2024-07-30
CUST1212,Eka,BSD,55.0,Female,31899868.0,4427308.0,Fashion,Credit Card,2024-07-31
CUST1213,Gilang,BSD,51.0,Male,34052238.0,11448641.0,Groceries,E-Wallet,2024-08-01
CUST1214,Citra,Yogyakarta,29.0,Female,25700314.0,18458636.0,Groceries,Bank Transfer,2024-08-02
CUST1215,Eka,Surabaya,36.0,Male,47609118.0,17663477.0,Sports,E-Wallet,2024-08-03
CUST1216,Dewi,BSD,54.0,Female,20262030.0,11317238.0,Furniture,Cash,2024-08-04
CUST1217,Eka,Yogyakarta,61.0,Male,28137138.0,12733010.0,Groceries,E-Wallet,2024-08-05
CUST1218,Hani,Bandung,,Female,,,Electronics,,2024-08-06
CUST1219,Gilang,Surabaya,27.0,Female,33779669.0,6638655.0,Furniture,Credit Card,2024-08-07
CUST1220,Citra,BSD,64.0,Male,38154340.0,12813456.0,Furniture,Bank Transfer,2024-08-08
CUST1221,Citra,Jakarta,29.0,Male,41864224.0,19954315.0,Groceries,E-Wallet,2024-08-09
CUST1222,Fajar,Bandung,33.0,Male,38908279.0,2944180.0,Furniture,E-Wallet,2024-08-10
CUST1223,Dewi,Bandung,41.0,Male,14018754.0,11110186.0,Groceries,Bank Transfer,2024-08-11
CUST1224,Budi,Yogyakarta,36.0,Female,5892478.0,13076486.0,Fashion,E-Wallet,2024-08-12
CUST1225,Budi,Bandung,25.0,Female,13831890.0,15248530.0,Sports,Cash,2024-08-13
CUST1226,Eka,Surabaya,48.0,Male,8949852.0,5166112.0,Fashion,Bank Transfer,2024-08-14
CUST1227,Fajar,BSD,38.0,Female,3029725.0,10161403.0,Groceries,Credit Card,2024-08-15
CUST1228,Andi,BSD,34.0,Male,12184536.0,9050668.0,Groceries,Bank Transfer,2024-08-16
CUST1229,Eka,Jakarta,40.0,Male,19413806.0,5401358.0,Fashion,Cash,2024-08-17
CUST1230,Fajar,Yogyakarta,54.0,Female,22748999.0,18383361.0,Electronics,Cash,2024-08-18
CUST1231,Dewi,Jakarta,33.0,Female,39217193.0,19525418.0,Electronics,Cash,2024-08-19
CUST1232,Dewi,Bandung,23.0,Female,43078991.0,18070147.0,Electronics,Cash,2024-08-20
CUST1233,Dewi,Jakarta,25.0,Female,34512427.0,14450770.0,Groceries,Cash,2024-08-21
CUST1234,Dewi,Surabaya,42.0,Female,36121540.0,4989084.0,Furniture,Credit Card,2024-08-22
CUST1235,Dewi,BSD,,Female,,,Groceries,,2024-08-23
CUST1236,Fajar,Bandung,42.0,Female,34932864.0,971522.0,Furniture,Cash,2024-08-24
CUST1237,Fajar,Jakarta,29.0,Male,26313511.0,15623665.0,Fashion,Cash,2024-08-25
CUST1238,Citra,Yogyakarta,32.0,Male,30719138.0,14955831.0,Sports,Bank Transfer,2024-08-26
CUST1239,Hani,Surabaya,43.0,Male,49683359.0,15016345.0,Furniture,Credit Card,2024-08-27
CUST1240,Budi,Surabaya,58.0,Male,23686655.0,2281906.0,Electronics,Credit Card,2024-08-28
CUST1241,Gilang,Jakarta,62.0,Male,16726569.0,18377350.0,Groceries,E-Wallet,2024-08-29
CUST1242,Dewi,BSD,43.0,Female,8627745.0,19482100.0,Fashion,Credit Card,2024-08-30
CUST1243,Andi,Jakarta,64.0,Male,6911146.0,1805243.0,Electronics,Bank Transfer,2024-08-31
CUST1244,Gilang,Bandung,,Male,,,Fashion,,2024-09-01
CUST1245,Fajar,Jakarta,27.0,Male,37243988.0,17116995.0,Sports,E-Wallet,2024-09-02
CUST1246,Andi,Surabaya,33.0,Male,14245869.0,3075605.0,Groceries,Bank Transfer,2024-09-03
CUST1247,Andi,Jakarta,24.0,Male,31391654.0,5199154.0,Groceries,Cash,2024-09-04
CUST1248,Andi,BSD,,Male,,,Sports,,2024-09-05
CUST1249,Citra,Yogyakarta,40.0,Male,5253722.0,13863700.0,Groceries,Bank Transfer,2024-09-06
CUST1250,Fajar,Medan,,Female,,,Furniture,,2024-09-07
CUST1251,Andi,Jakarta,38.0,Female,4116271.0,8252885.0,Fashion,Credit Card,2024-09-08
CUST1252,Dewi,BSD,39.0,Male,13916876.0,9276748.0,Electronics,E-Wallet,2024-09-09
CUST1253,Eka,BSD,24.0,Female,34978888.0,12047147.0,Sports,Credit Card,2024-09-10
CUST1254,Andi,Yogyakarta,31.0,Female,34574515.0,15873429.0,Furniture,Bank Transfer,2024-09-11
CUST1255,Citra,Surabaya,32.0,Female,39653987.0,6316074.0,Electronics,Bank Transfer,2024-09-12
CUST1256,Gilang,BSD,24.0,Female,500000000.0,200000000.0,Electronics,Cash,2024-09-13
CUST1257,Fajar,BSD,26.0,Male,21458857.0,13214884.0,Sports,Credit Card,2024-09-14
CUST1258,Hani,BSD,25.0,Female,20443381.0,4688727.0,Furniture,E-Wallet,2024-09-15
CUST1259,Citra,BSD,,Female,,,Electronics,,2024-09-16
CUST1260,Andi,Bandung,46.0,Female,24253537.0,9078989.0,Electronics,E-Wallet,2024-09-17
CUST1261,Fajar,JKT,35.0,Male,40264820.0,13892249.0,Furniture,Cash,2024-09-18
CUST1262,Eka,Surabaya,48.0,Male,39789624.0,3783909.0,Groceries,Credit Card,2024-09-19
CUST1263,Andi,Jakarta,47.0,Male,30933715.0,1639600.0,Electronics,Credit Card,2024-09-20
CUST1264,Citra,BSD,56.0,Male,29906511.0,16419346.0,Fashion,Bank Transfer,2024-09-21
CUST1265,Budi,Yogyakarta,-10.0,Male,38489522.0,7565106.0,Furniture,Credit Card,2024-09-22
CUST1266,Dewi,Jakarta,,Male,,,Electronics,,2024-09-23
CUST1267,Hani,Yogyakarta,59.0,Male,9739013.0,19947987.0,Sports,Cash,2024-09-24
CUST1268,Gilang,Jakarta,56.0,Female,10089975.0,18020863.0,Fashion,Credit Card,2024-09-25
CUST1269,Citra,Surabaya,34.0,Female,11805586.0,12100254.0,Electronics,Bank Transfer,2024-09-26
CUST1270,Fajar,BSD,31.0,Female,900000000.0,600000000.0,Fashion,E-Wallet,2024-09-27
