Customer_ID,Customer_Name,Gender,Customer_Segment,Account_Type,Account_Balance,Branch_ID,Branch_Name,Branch_Type,Province,City,Relationship_Manager
CUST0077,Nasabah 77,F,Mass Affluent,Tabungan Mandiri,1200000000,BR015,KCP Mandiri Jakarta Selatan,Retail,DKI Jakarta,Jakarta Selatan,RM 10
CUST0078,Nasabah 78,F,Mass,Tabungan Mandiri,-1000000,BR006,KCP Mandiri Denpasar,Retail,Bali,Denpasar,RM 10
CUST0079,Nasabah 79,M,Mass,Tabungan Mandiri,132378770,BR013,KCP Mandiri Denpasar,Retail,Bali,Denpasar,RM 12
CUST0080,Nasabah 80,M,Mass Affluent,Tabungan Mandiri,-1000000,BR019,KCP Mandiri Surabaya,Retail,Jawa Timur,Surabaya,RM 11
CUST0081,Nasabah 81,F,Mass,Tabungan Mandiri,-1000000,BR017,KCP Mandiri Surabaya,Retail,Jawa Timur,Surabaya,RM 2
CUST0082,Nasabah 82,M,Priority,Tabungan Mandiri,1200000000,BR015,KCP Mandiri Semarang,Retail,Jateng,Semarang,RM 9
CUST0083,Nasabah 83,F,Priority,Tabungan Mandiri,1200000000,BR020,KCP Mandiri Denpasar,Retail,Bali,Denpasar,RM 10
CUST0084,Nasabah 84,M,Mass Affluent,Tabungan Mandiri,244022481,BR008,KCP Mandiri Surabaya,Retail,Jatim,Surabaya,RM 8
CUST0085,Nasabah 85,M,Priority,Tabungan Mandiri,176490652,BR011,KCP Mandiri Medan,Retail,Sumut,Medan,RM 8
CUST0086,Nasabah 86,F,Mass Affluent,Tabungan Mandiri,1200000000,BR009,KCP Mandiri Bandung,Retail,Jabar,Bandung,RM 1
CUST0087,Nasabah 87,M,Priority,Tabungan Mandiri,1200000000,BR003,KCP Mandiri Medan,Retail,Sumatera Utara,Medan,RM 4
CUST0088,Nasabah 88,F,Mass,Tabungan Mandiri,-1000000,BR016,KCP Mandiri Denpasar,Retail,Bali,Denpasar,RM 4
CUST0089,Nasabah 89,F,Priority,Tabungan Mandiri,1200000000,BR010,KCP Mandiri Semarang,Retail,Jawa Tengah,Semarang,RM 6
CUST0090,Nasabah 90,F,Mass Affluent,Tabungan Mandiri,-1000000,BR012,KCP Mandiri Semarang,Retail,Jateng,Semarang,RM 4
CUST0091,Nasabah 91,M,mass,Tabungan Mandiri,104832777,BR011,KCP Mandiri Jakarta Selatan,Retail,DKI Jakarta,Jakarta Selatan,RM 12
CUST0092,Nasabah 92,F,Mass,Tabungan Mandiri,-1000000,BR019,KCP Mandiri Semarang,Retail,Jateng,Semarang,RM 4
CUST0093,Nasabah 93,M,mass,Tabungan Mandiri,149269775,BR010,KCP Mandiri Surabaya,Retail,Jawa Timur,Surabaya,RM 1
CUST0094,Nasabah 94,F,Mass,Tabungan Mandiri,1200000000,BR005,KCP Mandiri Medan,Retail,Sumut,Medan,RM 5
CUST0095,Nasabah 95,F,mass,Tabungan Mandiri,-1000000,BR015,KCP Mandiri Semarang,Retail,Jateng,Semarang,RM 8
CUST0096,Nasabah 96,F,Mass,Tabungan Mandiri,30781152,BR013,KCP Mandiri Jakarta Selatan,Retail,DKI Jakarta,Jakarta Selatan,RM 3
CUST0097,Nasabah 97,M,Mass,Tabungan Mandiri,1200000000,BR003,KCP Mandiri Medan,Retail,Sumut,Medan,RM 10
CUST0098,Nasabah 98,F,Priority,Tabungan Mandiri,-1000000,BR017,KCP Mandiri Medan,Retail,Sumatera Utara,Medan,RM 10
CUST0099,Nasabah 99,M,Mass,Tabungan Mandiri,1200000000,BR019,KCP Mandiri Semarang,Retail,Jateng,Semarang,RM 4
CUST0100,Nasabah 100,M,mass,Tabungan Mandiri,298348580,BR006,KCP Mandiri Surabaya,Retail,Jawa Timur,Surabaya,RM 3
CUST0101,Nasabah 101,F,Mass Affluent,Tabungan Mandiri,19523391,BR015,KCP Mandiri Jakarta Selatan,Retail,DKI JKT,Jakarta Selatan,RM 5
CUST0102,Nasabah 102,M,mass,Tabungan Mandiri,1200000000,BR015,KCP Mandiri Denpasar,Retail,Bali,Denpasar,RM 10
CUST0103,Nasabah 103,M,mass,Tabungan Mandiri,-1000000,BR014,KCP Mandiri Denpasar,Retail,Bali,Denpasar,RM 3
CUST0104,Nasabah 104,F,Mass Affluent,Tabungan Mandiri,237768714,BR006,KCP Mandiri Jakarta Selatan,Retail,DKI Jakarta,Jakarta Selatan,RM 8
CUST0105,Nasabah 105,F,Priority,Tabungan Mandiri,237020003,BR013,KCP Mandiri Denpasar,Retail,Bali,Denpasar,RM 10
CUST0106,Nasabah 106,F,Mass,Tabungan Mandiri,51030749,BR011,KCP Mandiri Jakarta Selatan,Retail,DKI JKT,Jakarta Selatan,RM 11
CUST0107,Nasabah 107,M,mass,Tabungan Mandiri,1200000000,BR009,KCP Mandiri Medan,Retail,Sumatera Utara,Medan,RM 11
CUST0108,Nasabah 108,F,Priority,Tabungan Mandiri,-1000000,BR006,KCP Mandiri Semarang,Retail,Jateng,Semarang,RM 6
CUST0109,Nasabah 109,M,mass,Tabungan Mandiri,-1000000,BR011,KCP Mandiri Semarang,Retail,Jateng,Semarang,RM 12
CUST0110,Nasabah 110,M,Priority,Tabungan Mandiri,-1000000,BR013,KCP Mandiri Semarang,Retail,Jateng,Semarang,RM 5
CUST0111,Nasabah 111,M,Priority,Tabungan Mandiri,223860602,BR013,KCP Mandiri Surabaya,Retail,Jawa Timur,Surabaya,RM 4
CUST0112,Nasabah 112,F,Priority,Tabungan Mandiri,29708863,BR020,KCP Mandiri Medan,Retail,Sumut,Medan,RM 5
CUST0113,Nasabah 113,F,Priority,Tabungan Mandiri,67190134,BR010,KCP Mandiri Medan,Retail,Sumatera Utara,Medan,RM 11
CUST0114,Nasabah 114,F,Mass,Tabungan Mandiri,-1000000,BR006,KCP Mandiri Medan,Retail,Sumatera Utara,Medan,RM 2
CUST0115,Nasabah 115,M,mass,Tabungan Mandiri,1200000000,BR015,KCP Mandiri Bandung,Retail,Jawa Barat,Bandung,RM 5
CUST0116,Nasabah 116,F,Priority,Tabungan Mandiri,-1000000,BR014,KCP Mandiri Medan,Retail,Sumut,Medan,RM 9
CUST0117,Nasabah 117,M,Mass,Tabungan Mandiri,-1000000,BR007,KCP Mandiri Bandung,Retail,Jabar,Bandung,RM 6
CUST0118,Nasabah 118,F,Mass Affluent,Tabungan Mandiri,264873656,BR001,KCP Mandiri Medan,Retail,Sumut,Medan,RM 8
CUST0119,Nasabah 119,F,Priority,Tabungan Mandiri,-1000000,BR012,KCP Mandiri Medan,Retail,Sumut,Medan,RM 4
CUST0120,Nasabah 120,F,mass,Tabungan Mandiri,222533202,BR019,KCP Mandiri Denpasar,Retail,Bali,Denpasar,RM 6
